"","Id","Calories","ActivityDate","TotalSteps","SedentaryMinutes","VeryActiveMinutes","LightlyActiveMinutes","TotalMinutesAsleep","TotalTimeInBed"
"34",1503960366,1859,2016-05-10,12207,746,46,214,361,384
"35",1503960366,1859,2016-05-10,12207,746,46,214,430,449
"36",1503960366,1859,2016-05-10,12207,746,46,214,277,323
"37",1503960366,1859,2016-05-10,12207,746,46,214,245,274
"38",1503960366,1859,2016-05-10,12207,746,46,214,366,393
"39",1503960366,1859,2016-05-10,12207,746,46,214,341,354
"40",1503960366,1859,2016-05-10,12207,746,46,214,404,425
"41",1503960366,1859,2016-05-10,12207,746,46,214,369,396
"42",1503960366,1859,2016-05-10,12207,746,46,214,277,309
"43",1503960366,1859,2016-05-10,12207,746,46,214,273,296
"44",1503960366,1859,2016-05-10,12207,746,46,214,247,264
"45",1503960366,1859,2016-05-10,12207,746,46,214,334,367
"46",1503960366,1859,2016-05-10,12207,746,46,214,331,349
"47",1503960366,1859,2016-05-10,12207,746,46,214,594,611
"48",1503960366,1859,2016-05-10,12207,746,46,214,338,342
"49",1503960366,1859,2016-05-10,12207,746,46,214,383,403
"50",1503960366,1859,2016-05-10,12207,746,46,214,285,306
"51",1503960366,1786,2016-04-20,10544,818,28,205,327,346
"52",1503960366,1786,2016-04-20,10544,818,28,205,384,407
"53",1503960366,1786,2016-04-20,10544,818,28,205,412,442
"54",1503960366,1786,2016-04-20,10544,818,28,205,340,367
"55",1503960366,1786,2016-04-20,10544,818,28,205,700,712
"56",1503960366,1786,2016-04-20,10544,818,28,205,304,320
"57",1503960366,1786,2016-04-20,10544,818,28,205,360,377
"58",1503960366,1786,2016-04-20,10544,818,28,205,325,364
"59",1503960366,1786,2016-04-20,10544,818,28,205,361,384
"60",1503960366,1786,2016-04-20,10544,818,28,205,430,449
"61",1503960366,1786,2016-04-20,10544,818,28,205,277,323
"62",1503960366,1786,2016-04-20,10544,818,28,205,245,274
"63",1503960366,1786,2016-04-20,10544,818,28,205,366,393
"64",1503960366,1786,2016-04-20,10544,818,28,205,341,354
"65",1503960366,1786,2016-04-20,10544,818,28,205,404,425
"66",1503960366,1786,2016-04-20,10544,818,28,205,369,396
"67",1503960366,1786,2016-04-20,10544,818,28,205,277,309
"68",1503960366,1786,2016-04-20,10544,818,28,205,273,296
"69",1503960366,1786,2016-04-20,10544,818,28,205,247,264
"70",1503960366,1786,2016-04-20,10544,818,28,205,334,367
"71",1503960366,1786,2016-04-20,10544,818,28,205,331,349
"72",1503960366,1786,2016-04-20,10544,818,28,205,594,611
"73",1503960366,1786,2016-04-20,10544,818,28,205,338,342
"74",1503960366,1786,2016-04-20,10544,818,28,205,383,403
"75",1503960366,1786,2016-04-20,10544,818,28,205,285,306
"76",1503960366,1788,2016-04-24,10039,709,39,238,327,346
"77",1503960366,1788,2016-04-24,10039,709,39,238,384,407
"78",1503960366,1788,2016-04-24,10039,709,39,238,412,442
"79",1503960366,1788,2016-04-24,10039,709,39,238,340,367
"80",1503960366,1788,2016-04-24,10039,709,39,238,700,712
"81",1503960366,1788,2016-04-24,10039,709,39,238,304,320
"82",1503960366,1788,2016-04-24,10039,709,39,238,360,377
"83",1503960366,1788,2016-04-24,10039,709,39,238,325,364
"84",1503960366,1788,2016-04-24,10039,709,39,238,361,384
"85",1503960366,1788,2016-04-24,10039,709,39,238,430,449
"86",1503960366,1788,2016-04-24,10039,709,39,238,277,323
"87",1503960366,1788,2016-04-24,10039,709,39,238,245,274
"88",1503960366,1788,2016-04-24,10039,709,39,238,366,393
"89",1503960366,1788,2016-04-24,10039,709,39,238,341,354
"90",1503960366,1788,2016-04-24,10039,709,39,238,404,425
"91",1503960366,1788,2016-04-24,10039,709,39,238,369,396
"92",1503960366,1788,2016-04-24,10039,709,39,238,277,309
"93",1503960366,1788,2016-04-24,10039,709,39,238,273,296
"94",1503960366,1788,2016-04-24,10039,709,39,238,247,264
"95",1503960366,1788,2016-04-24,10039,709,39,238,334,367
"96",1503960366,1788,2016-04-24,10039,709,39,238,331,349
"97",1503960366,1788,2016-04-24,10039,709,39,238,594,611
"98",1503960366,1788,2016-04-24,10039,709,39,238,338,342
"99",1503960366,1788,2016-04-24,10039,709,39,238,383,403
"100",1503960366,1788,2016-04-24,10039,709,39,238,285,306
"101",1503960366,1797,2016-04-13,10735,776,21,217,327,346
"102",1503960366,1797,2016-04-13,10735,776,21,217,384,407
"103",1503960366,1797,2016-04-13,10735,776,21,217,412,442
"104",1503960366,1797,2016-04-13,10735,776,21,217,340,367
"105",1503960366,1797,2016-04-13,10735,776,21,217,700,712
"106",1503960366,1797,2016-04-13,10735,776,21,217,304,320
"107",1503960366,1797,2016-04-13,10735,776,21,217,360,377
"108",1503960366,1797,2016-04-13,10735,776,21,217,325,364
"109",1503960366,1797,2016-04-13,10735,776,21,217,361,384
"110",1503960366,1797,2016-04-13,10735,776,21,217,430,449
"111",1503960366,1797,2016-04-13,10735,776,21,217,277,323
"112",1503960366,1797,2016-04-13,10735,776,21,217,245,274
"113",1503960366,1797,2016-04-13,10735,776,21,217,366,393
"114",1503960366,1797,2016-04-13,10735,776,21,217,341,354
"115",1503960366,1797,2016-04-13,10735,776,21,217,404,425
"116",1503960366,1797,2016-04-13,10735,776,21,217,369,396
"117",1503960366,1797,2016-04-13,10735,776,21,217,277,309
"118",1503960366,1797,2016-04-13,10735,776,21,217,273,296
"119",1503960366,1797,2016-04-13,10735,776,21,217,247,264
"120",1503960366,1797,2016-04-13,10735,776,21,217,334,367
"121",1503960366,1797,2016-04-13,10735,776,21,217,331,349
"122",1503960366,1797,2016-04-13,10735,776,21,217,594,611
"123",1503960366,1797,2016-04-13,10735,776,21,217,338,342
"124",1503960366,1797,2016-04-13,10735,776,21,217,383,403
"125",1503960366,1797,2016-04-13,10735,776,21,217,285,306
"126",1503960366,1985,2016-04-12,13162,728,25,328,327,346
"127",1503960366,1985,2016-04-12,13162,728,25,328,384,407
"128",1503960366,1985,2016-04-12,13162,728,25,328,412,442
"129",1503960366,1985,2016-04-12,13162,728,25,328,340,367
"130",1503960366,1985,2016-04-12,13162,728,25,328,700,712
"131",1503960366,1985,2016-04-12,13162,728,25,328,304,320
"132",1503960366,1985,2016-04-12,13162,728,25,328,360,377
"133",1503960366,1985,2016-04-12,13162,728,25,328,325,364
"134",1503960366,1985,2016-04-12,13162,728,25,328,361,384
"135",1503960366,1985,2016-04-12,13162,728,25,328,430,449
"136",1503960366,1985,2016-04-12,13162,728,25,328,277,323
"137",1503960366,1985,2016-04-12,13162,728,25,328,245,274
"138",1503960366,1985,2016-04-12,13162,728,25,328,366,393
"139",1503960366,1985,2016-04-12,13162,728,25,328,341,354
"140",1503960366,1985,2016-04-12,13162,728,25,328,404,425
"141",1503960366,1985,2016-04-12,13162,728,25,328,369,396
"142",1503960366,1985,2016-04-12,13162,728,25,328,277,309
"143",1503960366,1985,2016-04-12,13162,728,25,328,273,296
"144",1503960366,1985,2016-04-12,13162,728,25,328,247,264
"145",1503960366,1985,2016-04-12,13162,728,25,328,334,367
"146",1503960366,1985,2016-04-12,13162,728,25,328,331,349
"147",1503960366,1985,2016-04-12,13162,728,25,328,594,611
"148",1503960366,1985,2016-04-12,13162,728,25,328,338,342
"149",1503960366,1985,2016-04-12,13162,728,25,328,383,403
"150",1503960366,1985,2016-04-12,13162,728,25,328,285,306
"151",1503960366,1990,2016-05-03,15103,816,50,254,327,346
"152",1503960366,1990,2016-05-03,15103,816,50,254,384,407
"153",1503960366,1990,2016-05-03,15103,816,50,254,412,442
"154",1503960366,1990,2016-05-03,15103,816,50,254,340,367
"155",1503960366,1990,2016-05-03,15103,816,50,254,700,712
"156",1503960366,1990,2016-05-03,15103,816,50,254,304,320
"157",1503960366,1990,2016-05-03,15103,816,50,254,360,377
"158",1503960366,1990,2016-05-03,15103,816,50,254,325,364
"159",1503960366,1990,2016-05-03,15103,816,50,254,361,384
"160",1503960366,1990,2016-05-03,15103,816,50,254,430,449
"161",1503960366,1990,2016-05-03,15103,816,50,254,277,323
"162",1503960366,1990,2016-05-03,15103,816,50,254,245,274
"163",1503960366,1990,2016-05-03,15103,816,50,254,366,393
"164",1503960366,1990,2016-05-03,15103,816,50,254,341,354
"165",1503960366,1990,2016-05-03,15103,816,50,254,404,425
"166",1503960366,1990,2016-05-03,15103,816,50,254,369,396
"167",1503960366,1990,2016-05-03,15103,816,50,254,277,309
"168",1503960366,1990,2016-05-03,15103,816,50,254,273,296
"169",1503960366,1990,2016-05-03,15103,816,50,254,247,264
"170",1503960366,1990,2016-05-03,15103,816,50,254,334,367
"171",1503960366,1990,2016-05-03,15103,816,50,254,331,349
"172",1503960366,1990,2016-05-03,15103,816,50,254,594,611
"173",1503960366,1990,2016-05-03,15103,816,50,254,338,342
"174",1503960366,1990,2016-05-03,15103,816,50,254,383,403
"175",1503960366,1990,2016-05-03,15103,816,50,254,285,306
"176",1503960366,2004,2016-05-02,14727,798,41,277,327,346
"177",1503960366,2004,2016-05-02,14727,798,41,277,384,407
"178",1503960366,2004,2016-05-02,14727,798,41,277,412,442
"179",1503960366,2004,2016-05-02,14727,798,41,277,340,367
"180",1503960366,2004,2016-05-02,14727,798,41,277,700,712
"181",1503960366,2004,2016-05-02,14727,798,41,277,304,320
"182",1503960366,2004,2016-05-02,14727,798,41,277,360,377
"183",1503960366,2004,2016-05-02,14727,798,41,277,325,364
"184",1503960366,2004,2016-05-02,14727,798,41,277,361,384
"185",1503960366,2004,2016-05-02,14727,798,41,277,430,449
"186",1503960366,2004,2016-05-02,14727,798,41,277,277,323
"187",1503960366,2004,2016-05-02,14727,798,41,277,245,274
"188",1503960366,2004,2016-05-02,14727,798,41,277,366,393
"189",1503960366,2004,2016-05-02,14727,798,41,277,341,354
"190",1503960366,2004,2016-05-02,14727,798,41,277,404,425
"191",1503960366,2004,2016-05-02,14727,798,41,277,369,396
"192",1503960366,2004,2016-05-02,14727,798,41,277,277,309
"193",1503960366,2004,2016-05-02,14727,798,41,277,273,296
"194",1503960366,2004,2016-05-02,14727,798,41,277,247,264
"195",1503960366,2004,2016-05-02,14727,798,41,277,334,367
"196",1503960366,2004,2016-05-02,14727,798,41,277,331,349
"197",1503960366,2004,2016-05-02,14727,798,41,277,594,611
"198",1503960366,2004,2016-05-02,14727,798,41,277,338,342
"199",1503960366,2004,2016-05-02,14727,798,41,277,383,403
"200",1503960366,2004,2016-05-02,14727,798,41,277,285,306
"201",1503960366,1970,2016-04-26,13755,833,31,279,327,346
"202",1503960366,1970,2016-04-26,13755,833,31,279,384,407
"203",1503960366,1970,2016-04-26,13755,833,31,279,412,442
"204",1503960366,1970,2016-04-26,13755,833,31,279,340,367
"205",1503960366,1970,2016-04-26,13755,833,31,279,700,712
"206",1503960366,1970,2016-04-26,13755,833,31,279,304,320
"207",1503960366,1970,2016-04-26,13755,833,31,279,360,377
"208",1503960366,1970,2016-04-26,13755,833,31,279,325,364
"209",1503960366,1970,2016-04-26,13755,833,31,279,361,384
"210",1503960366,1970,2016-04-26,13755,833,31,279,430,449
"211",1503960366,1970,2016-04-26,13755,833,31,279,277,323
"212",1503960366,1970,2016-04-26,13755,833,31,279,245,274
"213",1503960366,1970,2016-04-26,13755,833,31,279,366,393
"214",1503960366,1970,2016-04-26,13755,833,31,279,341,354
"215",1503960366,1970,2016-04-26,13755,833,31,279,404,425
"216",1503960366,1970,2016-04-26,13755,833,31,279,369,396
"217",1503960366,1970,2016-04-26,13755,833,31,279,277,309
"218",1503960366,1970,2016-04-26,13755,833,31,279,273,296
"219",1503960366,1970,2016-04-26,13755,833,31,279,247,264
"220",1503960366,1970,2016-04-26,13755,833,31,279,334,367
"221",1503960366,1970,2016-04-26,13755,833,31,279,331,349
"222",1503960366,1970,2016-04-26,13755,833,31,279,594,611
"223",1503960366,1970,2016-04-26,13755,833,31,279,338,342
"224",1503960366,1970,2016-04-26,13755,833,31,279,383,403
"225",1503960366,1970,2016-04-26,13755,833,31,279,285,306
"226",1503960366,2159,2016-04-27,18134,1108,78,243,327,346
"227",1503960366,2159,2016-04-27,18134,1108,78,243,384,407
"228",1503960366,2159,2016-04-27,18134,1108,78,243,412,442
"229",1503960366,2159,2016-04-27,18134,1108,78,243,340,367
"230",1503960366,2159,2016-04-27,18134,1108,78,243,700,712
"231",1503960366,2159,2016-04-27,18134,1108,78,243,304,320
"232",1503960366,2159,2016-04-27,18134,1108,78,243,360,377
"233",1503960366,2159,2016-04-27,18134,1108,78,243,325,364
"234",1503960366,2159,2016-04-27,18134,1108,78,243,361,384
"235",1503960366,2159,2016-04-27,18134,1108,78,243,430,449
"236",1503960366,2159,2016-04-27,18134,1108,78,243,277,323
"237",1503960366,2159,2016-04-27,18134,1108,78,243,245,274
"238",1503960366,2159,2016-04-27,18134,1108,78,243,366,393
"239",1503960366,2159,2016-04-27,18134,1108,78,243,341,354
"240",1503960366,2159,2016-04-27,18134,1108,78,243,404,425
"241",1503960366,2159,2016-04-27,18134,1108,78,243,369,396
"242",1503960366,2159,2016-04-27,18134,1108,78,243,277,309
"243",1503960366,2159,2016-04-27,18134,1108,78,243,273,296
"244",1503960366,2159,2016-04-27,18134,1108,78,243,247,264
"245",1503960366,2159,2016-04-27,18134,1108,78,243,334,367
"246",1503960366,2159,2016-04-27,18134,1108,78,243,331,349
"247",1503960366,2159,2016-04-27,18134,1108,78,243,594,611
"248",1503960366,2159,2016-04-27,18134,1108,78,243,338,342
"249",1503960366,2159,2016-04-27,18134,1108,78,243,383,403
"250",1503960366,2159,2016-04-27,18134,1108,78,243,285,306
"251",1503960366,1837,2016-04-29,11181,815,16,243,327,346
"252",1503960366,1837,2016-04-29,11181,815,16,243,384,407
"253",1503960366,1837,2016-04-29,11181,815,16,243,412,442
"254",1503960366,1837,2016-04-29,11181,815,16,243,340,367
"255",1503960366,1837,2016-04-29,11181,815,16,243,700,712
"256",1503960366,1837,2016-04-29,11181,815,16,243,304,320
"257",1503960366,1837,2016-04-29,11181,815,16,243,360,377
"258",1503960366,1837,2016-04-29,11181,815,16,243,325,364
"259",1503960366,1837,2016-04-29,11181,815,16,243,361,384
"260",1503960366,1837,2016-04-29,11181,815,16,243,430,449
"261",1503960366,1837,2016-04-29,11181,815,16,243,277,323
"262",1503960366,1837,2016-04-29,11181,815,16,243,245,274
"263",1503960366,1837,2016-04-29,11181,815,16,243,366,393
"264",1503960366,1837,2016-04-29,11181,815,16,243,341,354
"265",1503960366,1837,2016-04-29,11181,815,16,243,404,425
"266",1503960366,1837,2016-04-29,11181,815,16,243,369,396
"267",1503960366,1837,2016-04-29,11181,815,16,243,277,309
"268",1503960366,1837,2016-04-29,11181,815,16,243,273,296
"269",1503960366,1837,2016-04-29,11181,815,16,243,247,264
"270",1503960366,1837,2016-04-29,11181,815,16,243,334,367
"271",1503960366,1837,2016-04-29,11181,815,16,243,331,349
"272",1503960366,1837,2016-04-29,11181,815,16,243,594,611
"273",1503960366,1837,2016-04-29,11181,815,16,243,338,342
"274",1503960366,1837,2016-04-29,11181,815,16,243,383,403
"275",1503960366,1837,2016-04-29,11181,815,16,243,285,306
"276",1503960366,1819,2016-05-04,11100,1179,36,203,327,346
"277",1503960366,1819,2016-05-04,11100,1179,36,203,384,407
"278",1503960366,1819,2016-05-04,11100,1179,36,203,412,442
"279",1503960366,1819,2016-05-04,11100,1179,36,203,340,367
"280",1503960366,1819,2016-05-04,11100,1179,36,203,700,712
"281",1503960366,1819,2016-05-04,11100,1179,36,203,304,320
"282",1503960366,1819,2016-05-04,11100,1179,36,203,360,377
"283",1503960366,1819,2016-05-04,11100,1179,36,203,325,364
"284",1503960366,1819,2016-05-04,11100,1179,36,203,361,384
"285",1503960366,1819,2016-05-04,11100,1179,36,203,430,449
"286",1503960366,1819,2016-05-04,11100,1179,36,203,277,323
"287",1503960366,1819,2016-05-04,11100,1179,36,203,245,274
"288",1503960366,1819,2016-05-04,11100,1179,36,203,366,393
"289",1503960366,1819,2016-05-04,11100,1179,36,203,341,354
"290",1503960366,1819,2016-05-04,11100,1179,36,203,404,425
"291",1503960366,1819,2016-05-04,11100,1179,36,203,369,396
"292",1503960366,1819,2016-05-04,11100,1179,36,203,277,309
"293",1503960366,1819,2016-05-04,11100,1179,36,203,273,296
"294",1503960366,1819,2016-05-04,11100,1179,36,203,247,264
"295",1503960366,1819,2016-05-04,11100,1179,36,203,334,367
"296",1503960366,1819,2016-05-04,11100,1179,36,203,331,349
"297",1503960366,1819,2016-05-04,11100,1179,36,203,594,611
"298",1503960366,1819,2016-05-04,11100,1179,36,203,338,342
"299",1503960366,1819,2016-05-04,11100,1179,36,203,383,403
"300",1503960366,1819,2016-05-04,11100,1179,36,203,285,306
"301",1503960366,2035,2016-04-19,15506,775,50,264,327,346
"302",1503960366,2035,2016-04-19,15506,775,50,264,384,407
"303",1503960366,2035,2016-04-19,15506,775,50,264,412,442
"304",1503960366,2035,2016-04-19,15506,775,50,264,340,367
"305",1503960366,2035,2016-04-19,15506,775,50,264,700,712
"306",1503960366,2035,2016-04-19,15506,775,50,264,304,320
"307",1503960366,2035,2016-04-19,15506,775,50,264,360,377
"308",1503960366,2035,2016-04-19,15506,775,50,264,325,364
"309",1503960366,2035,2016-04-19,15506,775,50,264,361,384
"310",1503960366,2035,2016-04-19,15506,775,50,264,430,449
"311",1503960366,2035,2016-04-19,15506,775,50,264,277,323
"312",1503960366,2035,2016-04-19,15506,775,50,264,245,274
"313",1503960366,2035,2016-04-19,15506,775,50,264,366,393
"314",1503960366,2035,2016-04-19,15506,775,50,264,341,354
"315",1503960366,2035,2016-04-19,15506,775,50,264,404,425
"316",1503960366,2035,2016-04-19,15506,775,50,264,369,396
"317",1503960366,2035,2016-04-19,15506,775,50,264,277,309
"318",1503960366,2035,2016-04-19,15506,775,50,264,273,296
"319",1503960366,2035,2016-04-19,15506,775,50,264,247,264
"320",1503960366,2035,2016-04-19,15506,775,50,264,334,367
"321",1503960366,2035,2016-04-19,15506,775,50,264,331,349
"322",1503960366,2035,2016-04-19,15506,775,50,264,594,611
"323",1503960366,2035,2016-04-19,15506,775,50,264,338,342
"324",1503960366,2035,2016-04-19,15506,775,50,264,383,403
"325",1503960366,2035,2016-04-19,15506,775,50,264,285,306
"326",1503960366,1896,2016-05-06,12159,754,24,289,327,346
"327",1503960366,1896,2016-05-06,12159,754,24,289,384,407
"328",1503960366,1896,2016-05-06,12159,754,24,289,412,442
"329",1503960366,1896,2016-05-06,12159,754,24,289,340,367
"330",1503960366,1896,2016-05-06,12159,754,24,289,700,712
"331",1503960366,1896,2016-05-06,12159,754,24,289,304,320
"332",1503960366,1896,2016-05-06,12159,754,24,289,360,377
"333",1503960366,1896,2016-05-06,12159,754,24,289,325,364
"334",1503960366,1896,2016-05-06,12159,754,24,289,361,384
"335",1503960366,1896,2016-05-06,12159,754,24,289,430,449
"336",1503960366,1896,2016-05-06,12159,754,24,289,277,323
"337",1503960366,1896,2016-05-06,12159,754,24,289,245,274
"338",1503960366,1896,2016-05-06,12159,754,24,289,366,393
"339",1503960366,1896,2016-05-06,12159,754,24,289,341,354
"340",1503960366,1896,2016-05-06,12159,754,24,289,404,425
"341",1503960366,1896,2016-05-06,12159,754,24,289,369,396
"342",1503960366,1896,2016-05-06,12159,754,24,289,277,309
"343",1503960366,1896,2016-05-06,12159,754,24,289,273,296
"344",1503960366,1896,2016-05-06,12159,754,24,289,247,264
"345",1503960366,1896,2016-05-06,12159,754,24,289,334,367
"346",1503960366,1896,2016-05-06,12159,754,24,289,331,349
"347",1503960366,1896,2016-05-06,12159,754,24,289,594,611
"348",1503960366,1896,2016-05-06,12159,754,24,289,338,342
"349",1503960366,1896,2016-05-06,12159,754,24,289,383,403
"350",1503960366,1896,2016-05-06,12159,754,24,289,285,306
"351",1503960366,1819,2016-05-04,11100,1179,36,203,327,346
"352",1503960366,1819,2016-05-04,11100,1179,36,203,384,407
"353",1503960366,1819,2016-05-04,11100,1179,36,203,412,442
"354",1503960366,1819,2016-05-04,11100,1179,36,203,340,367
"355",1503960366,1819,2016-05-04,11100,1179,36,203,700,712
"356",1503960366,1819,2016-05-04,11100,1179,36,203,304,320
"357",1503960366,1819,2016-05-04,11100,1179,36,203,360,377
"358",1503960366,1819,2016-05-04,11100,1179,36,203,325,364
"359",1503960366,1819,2016-05-04,11100,1179,36,203,361,384
"360",1503960366,1819,2016-05-04,11100,1179,36,203,430,449
"361",1503960366,1819,2016-05-04,11100,1179,36,203,277,323
"362",1503960366,1819,2016-05-04,11100,1179,36,203,245,274
"363",1503960366,1819,2016-05-04,11100,1179,36,203,366,393
"364",1503960366,1819,2016-05-04,11100,1179,36,203,341,354
"365",1503960366,1819,2016-05-04,11100,1179,36,203,404,425
"366",1503960366,1819,2016-05-04,11100,1179,36,203,369,396
"367",1503960366,1819,2016-05-04,11100,1179,36,203,277,309
"368",1503960366,1819,2016-05-04,11100,1179,36,203,273,296
"369",1503960366,1819,2016-05-04,11100,1179,36,203,247,264
"370",1503960366,1819,2016-05-04,11100,1179,36,203,334,367
"371",1503960366,1819,2016-05-04,11100,1179,36,203,331,349
"372",1503960366,1819,2016-05-04,11100,1179,36,203,594,611
"373",1503960366,1819,2016-05-04,11100,1179,36,203,338,342
"374",1503960366,1819,2016-05-04,11100,1179,36,203,383,403
"375",1503960366,1819,2016-05-04,11100,1179,36,203,285,306
"376",1503960366,1740,2016-05-08,10060,574,44,203,327,346
"377",1503960366,1740,2016-05-08,10060,574,44,203,384,407
"378",1503960366,1740,2016-05-08,10060,574,44,203,412,442
"379",1503960366,1740,2016-05-08,10060,574,44,203,340,367
"380",1503960366,1740,2016-05-08,10060,574,44,203,700,712
"381",1503960366,1740,2016-05-08,10060,574,44,203,304,320
"382",1503960366,1740,2016-05-08,10060,574,44,203,360,377
"383",1503960366,1740,2016-05-08,10060,574,44,203,325,364
"384",1503960366,1740,2016-05-08,10060,574,44,203,361,384
"385",1503960366,1740,2016-05-08,10060,574,44,203,430,449
"386",1503960366,1740,2016-05-08,10060,574,44,203,277,323
"387",1503960366,1740,2016-05-08,10060,574,44,203,245,274
"388",1503960366,1740,2016-05-08,10060,574,44,203,366,393
"389",1503960366,1740,2016-05-08,10060,574,44,203,341,354
"390",1503960366,1740,2016-05-08,10060,574,44,203,404,425
"391",1503960366,1740,2016-05-08,10060,574,44,203,369,396
"392",1503960366,1740,2016-05-08,10060,574,44,203,277,309
"393",1503960366,1740,2016-05-08,10060,574,44,203,273,296
"394",1503960366,1740,2016-05-08,10060,574,44,203,247,264
"395",1503960366,1740,2016-05-08,10060,574,44,203,334,367
"396",1503960366,1740,2016-05-08,10060,574,44,203,331,349
"397",1503960366,1740,2016-05-08,10060,574,44,203,594,611
"398",1503960366,1740,2016-05-08,10060,574,44,203,338,342
"399",1503960366,1740,2016-05-08,10060,574,44,203,383,403
"400",1503960366,1740,2016-05-08,10060,574,44,203,285,306
"401",1503960366,1863,2016-04-16,12669,773,36,221,327,346
"402",1503960366,1863,2016-04-16,12669,773,36,221,384,407
"403",1503960366,1863,2016-04-16,12669,773,36,221,412,442
"404",1503960366,1863,2016-04-16,12669,773,36,221,340,367
"405",1503960366,1863,2016-04-16,12669,773,36,221,700,712
"406",1503960366,1863,2016-04-16,12669,773,36,221,304,320
"407",1503960366,1863,2016-04-16,12669,773,36,221,360,377
"408",1503960366,1863,2016-04-16,12669,773,36,221,325,364
"409",1503960366,1863,2016-04-16,12669,773,36,221,361,384
"410",1503960366,1863,2016-04-16,12669,773,36,221,430,449
"411",1503960366,1863,2016-04-16,12669,773,36,221,277,323
"412",1503960366,1863,2016-04-16,12669,773,36,221,245,274
"413",1503960366,1863,2016-04-16,12669,773,36,221,366,393
"414",1503960366,1863,2016-04-16,12669,773,36,221,341,354
"415",1503960366,1863,2016-04-16,12669,773,36,221,404,425
"416",1503960366,1863,2016-04-16,12669,773,36,221,369,396
"417",1503960366,1863,2016-04-16,12669,773,36,221,277,309
"418",1503960366,1863,2016-04-16,12669,773,36,221,273,296
"419",1503960366,1863,2016-04-16,12669,773,36,221,247,264
"420",1503960366,1863,2016-04-16,12669,773,36,221,334,367
"421",1503960366,1863,2016-04-16,12669,773,36,221,331,349
"422",1503960366,1863,2016-04-16,12669,773,36,221,594,611
"423",1503960366,1863,2016-04-16,12669,773,36,221,338,342
"424",1503960366,1863,2016-04-16,12669,773,36,221,383,403
"425",1503960366,1863,2016-04-16,12669,773,36,221,285,306
"426",1503960366,0,2016-05-12,0,1440,0,0,327,346
"427",1503960366,0,2016-05-12,0,1440,0,0,384,407
"428",1503960366,0,2016-05-12,0,1440,0,0,412,442
"429",1503960366,0,2016-05-12,0,1440,0,0,340,367
"430",1503960366,0,2016-05-12,0,1440,0,0,700,712
"431",1503960366,0,2016-05-12,0,1440,0,0,304,320
"432",1503960366,0,2016-05-12,0,1440,0,0,360,377
"433",1503960366,0,2016-05-12,0,1440,0,0,325,364
"434",1503960366,0,2016-05-12,0,1440,0,0,361,384
"435",1503960366,0,2016-05-12,0,1440,0,0,430,449
"436",1503960366,0,2016-05-12,0,1440,0,0,277,323
"437",1503960366,0,2016-05-12,0,1440,0,0,245,274
"438",1503960366,0,2016-05-12,0,1440,0,0,366,393
"439",1503960366,0,2016-05-12,0,1440,0,0,341,354
"440",1503960366,0,2016-05-12,0,1440,0,0,404,425
"441",1503960366,0,2016-05-12,0,1440,0,0,369,396
"442",1503960366,0,2016-05-12,0,1440,0,0,277,309
"443",1503960366,0,2016-05-12,0,1440,0,0,273,296
"444",1503960366,0,2016-05-12,0,1440,0,0,247,264
